Classification Keywords,"Keep (Yes, No, Discussion)",Title,Consider (Y/N/T),,Unnamed: 2,Cites,Authors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Query,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,hA
"Training, Adversarial",Discussion,Feature Purification: How Adversarial Training Performs Robust Deep Learning,T,3397,75,50.0,"Zeyuan Allen-Zhu, Yuanzhi Li",2020.0,,,,,76.0,2022-07-13 10:08:07,,10.1109/FOCS52979.2021.00098,,,,,,,50,25.0,25.0,2.0,2.0,"Despite the empirical success of using adversarial training to defend deep learning models against adversarial perturbations, so far, it still remains rather unclear what the principles are behind the existence of adversarial perturbations, and what adversarial training does to the neural network to remove them. In this paper, we present a principle that we call feature purification, where we show one of the causes of the existence of adversarial examples is the accumulation of certain small dense mixtures in the hidden weights during the training process of a neural network; and more importantly, one of the goals of adversarial training is to remove such mixtures to purify hidden weights. We present both experiments on the CIFAR-10 dataset to illustrate this principle, and a theoretical result proving that for certain natural classification tasks, training a two-layer neural network with ReLU activation using randomly initialized gradient descent indeed satisfies this principle. Technically, we give, to the best of our knowledge, the first re-sult proving that the following two can hold simultaneously for training a neural network with ReLU activation. (1) Training over the original data is indeed non-robust to small adversarial perturbations of some radius. (2) Adversarial training, even with an empirical perturbation algorithm such as FGM, can in fact be provably robust against any perturbations of the same radius. Finally, we also prove a complexity lower bound, showing that low complexity models such as linear classifiers, low-degree polynomials, or even the neural tangent kernel for this network, cannot defend against perturbations of this same radius, no matter what algorithms are used to train them. 11The full version of this paper can be found at https://arxiv.org/abs/-2005.l0190.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustworthiness,Discussion,"Formalizing trust in artificial intelligence: Prerequisites, causes and goals of human trust in ai",T,3771,106,89.0,"A Jacovi, A Marasović, T Miller…",2021.0,Proceedings of the 2021 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3442188.3445923,https://scholar.google.com/scholar?cites=6674083198869720618&as_sdt=2005&sciodt=2007&hl=en,107.0,2022-07-12 11:49:54,,10.1145/3442188.3445923,,,,,,,89,89.0,22.0,4.0,1.0,"… We consider ‘artificial intelligence’ to be any automation that is attributed with intent by the user [social attribution, 55], ie, anthropomorphized with a … Technical robustness and safety …",https://dl.acm.org/doi/pdf/10.1145/3442188.3445923,https://scholar.google.com/scholar?q=related:Kk4I_k4bn1wJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust,Discussion,Fragility and robustness in multiagent systems,T,3812,139,9.0,"M Baldoni, C Baroglio, R Micalizio",2020.0,International Workshop on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-66534-0_4,https://scholar.google.com/scholar?cites=2021315879509085939&as_sdt=2005&sciodt=2007&hl=en,140.0,2022-07-12 11:49:54,,10.1007/978-3-030-66534-0_4,,,,,,,9,4.5,3.0,3.0,2.0,… robustness in a systematic way at design time. In this paper we outline our vision of how robustness in … how robustness is gained. We exemplify our vision on the JaCaMo agent platform. …,http://www.di.unito.it/~argo/papers/2020_WOA.pdf,https://scholar.google.com/scholar?q=related:887-QBUoDRwJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22explanation%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Object Detection, Convolutional Neural Network, Robotics",Discussion,GRIP: Generative Robust Inference and Perception for Semantic Robot Manipulation in Adversarial Environments,T,4159,183,8.0,X. Chen,2019.0,IEEE International Conference on Intelligent Robots and Systems,,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081159423&origin=inward,184.0,2022-07-12 16:26:13,Conference Paper,10.1109/IROS40897.2019.8967983,2153-0858,https://api.elsevier.com/content/abstract/scopus_id/85081159423,,,3988.0,3995.0,8,3.07,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Convolutional Neural Network, Face Recognition, Robust",Discussion,Hierarchical committee of deep convolutional neural networks for robust facial expression recognition,T,4944,64,194.0,"Bo-Kyeong Kim, Jihyeon Roh, Suh-Yeon Dong, Soo-Young Lee",2016.0,,,,,65.0,2022-07-13 10:09:41,,10.1007/s12193-015-0209-0,,,,,,,194,32.33.00,49.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ranking, Equitable Evaluation, Robust",Discussion,How robust are model rankings: A leaderboard customization approach for equitable evaluation,T,5170,70,12.0,"S Mishra, A Arunkumar",2021.0,… the AAAI Conference on Artificial Intelligence,ojs.aaai.org,https://ojs.aaai.org/index.php/AAAI/article/view/17599,https://scholar.google.com/scholar?cites=8893920431797671084&as_sdt=2005&sciodt=2007&hl=en,71.0,2022-07-13 19:04:06,,,,,,,,,12,12.0,6.0,2.0,1.0,"… Models’ tendency to silently answer incorrectly, with high confidence, hinders their … with high confidence, but has higher accuracy than Model Y which has low confidence for incorrect …",https://ojs.aaai.org/index.php/AAAI/article/view/17599/17406,https://scholar.google.com/scholar?q=related:rJTjvYKNbXsJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22confidence%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machine Learning, VoIP, Evasion Attacks",Discussion,How robust can a machine learning approach be for classifying encrypted VoIP?,T,5171,177,19.0,"R Alshammari, AN Zincir-Heywood",2015.0,Journal of Network and Systems …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10922-014-9324-6&casa_token=D62R7VKQAJoAAAAA:VHjN5FEYHYUlBwgWiv0bft4WkjwfS0gOmE0wuQBtWo6JBiYhOb6BX0y2W93Uj4z191QczMqZTxqtlpLRew,https://scholar.google.com/scholar?cites=11879592392481498212&as_sdt=2005&sciodt=2007&hl=en,178.0,2022-07-14 11:32:00,HTML,10.1007/s10922-014-9324-6,,,,,,,19,3.11,10.0,2.0,7.0,"… What we mean by robust signatures is that the signatures … classifier, demonstrate that the performance of the signatures are … high classification accuracy and produce robust signatures. …",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10922-014-9324-6&casa_token=D62R7VKQAJoAAAAA:VHjN5FEYHYUlBwgWiv0bft4WkjwfS0gOmE0wuQBtWo6JBiYhOb6BX0y2W93Uj4z191QczMqZTxqtlpLRew,https://scholar.google.com/scholar?q=related:ZORKFlfK3KQJ:scholar.google.com/&scioq=%22robust%22+%22machine+learning%22+%22performance%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super Resolution, Generative Adversarial Networks",Discussion,Impact of GAN-based lesion-focused medical image super-resolution on the robustness of radiomic features,T,5890,149,4.0,"EC de Farias, C Di Noia, C Han, E Sala, M Castelli…",2021.0,Scientific reports,nature.com,https://www.nature.com/articles/s41598-021-00898-z,https://scholar.google.com/scholar?cites=12421722266335463329&as_sdt=2005&sciodt=2007&hl=en,150.0,2022-07-13 11:06:36,HTML,,,,,,,,4,4.0,1.0,6.0,1.0,"… Robust machine learning models based on radiomic features might allow for accurate … to ensure reproducibility. For this reason, recent studies have investigated the robustness of …",https://www.nature.com/articles/s41598-021-00898-z,https://scholar.google.com/scholar?q=related:oUd8j5bSYqwJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22reproducibility%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reinforcement Learning, Autonomous Driving, Robust",Discussion,Improved robustness and safety for autonomous vehicle control with adversarial reinforcement learning,T,6059,46,32.0,"X Ma, K Driggs-Campbell…",2018.0,2018 IEEE Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8500450/,https://scholar.google.com/scholar?cites=14677668956669094031&as_sdt=2005&sciodt=2007&hl=en,47.0,2022-07-12 11:56:54,,,,,,,,,32,8.0,11.0,3.0,4.0,"… Inspired by RARL [9], we test the robustness of the policy with adversarial disturbances. We … = 3 in the nonzero-sum setting shows strong robustness to the adversarial disturbance. The …",https://ieeexplore.ieee.org/iel7/8472796/8500355/08500450.pdf,https://scholar.google.com/scholar?q=related:jygKhSaOscsJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22adversarial%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reinforcement Learning, Spiking Neural Network, Robust",Discussion,Improved robustness of reinforcement learning policies upon conversion to spiking neuronal network platforms applied to Atari Breakout game,T,6060,69,41.0,"D Patel, H Hazan, DJ Saunders, HT Siegelmann…",2019.0,Neural Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S0893608019302266,https://scholar.google.com/scholar?cites=14004694730361263885&as_sdt=2005&sciodt=2007&hl=en,70.0,2022-07-13 11:16:49,,,,,,,,,41,14.07,8.0,5.0,3.0,"… performance on tasks that can be solved by trained policy. It plays a dominant role among cutting-edge machine learning … evaluate the robustness of the SNN, we test the performance of …",https://www.sciencedirect.com/science/article/am/pii/S0893608019302266,https://scholar.google.com/scholar?q=related:Ddf3PqirWsIJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22performance%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Conversational Agent, Robust, Classification",Discussion,Improving Motion Classifier Robustness by Estimating Output Confidence,T,6119,34,0.0,D Bouchard,2014.0,International Conference on Intelligent Virtual Agents,Springer,https://link.springer.com/chapter/10.1007/978-3-319-09767-1_8,,35.0,2022-07-13 14:02:43,,10.1007/978-3-319-09767-1_8,,,,,,,0,0.0,0.0,1.0,8.0,… input sequence boundary selection for an LMA neural network classifier. Future work will evaluate … Future work should also evaluate using classifier confidence to create more nuanced …,,https://scholar.google.com/scholar?q=related:N4XOIHJdQRUJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22confidence%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Convolutional Neural Network, Robust",Discussion,"Increasing neural network robustness improves match to macaque V1 eigenspectrum, spatial frequency preference and predictivity",T,6462,110,3.0,"NCL Kong, E Margalit, JL Gardner…",2022.0,PLoS Computational …,journals.plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009739,https://scholar.google.com/scholar?cites=12157801279154356759&as_sdt=2005&sciodt=2007&hl=en,111.0,2022-07-13 12:24:11,HTML,,,,,,,,3,3.0,1.0,4.0,1.0,… Theory suggests that the robustness of a system to these perturbations could be related to … during task-optimization in order to improve robustness and V1 neural response predictivity. …,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009739,https://scholar.google.com/scholar?q=related:FwLJPdkvuagJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Structures",Discussion,Increasing the robustness of material-specific deep learning models for crack detection across different materials,T,6481,171,48.0,"M Alipour, DK Harris",2020.0,Engineering Structures,Elsevier,https://www.sciencedirect.com/science/article/pii/S0141029619304389,https://scholar.google.com/scholar?cites=3239345512956022410&as_sdt=2005&sciodt=2007&hl=en,172.0,2022-07-13 11:20:18,,,,,,,,,48,24.0,24.0,2.0,2.0,… way in machine learning to take advantage of multiple perspectives and learning algorithms and has been used for combining models and leveraging their collective knowledge [61]. In …,,https://scholar.google.com/scholar?q=related:is5_zJR39CwJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22knowledge%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interpretability, Robust",Discussion,Interpretable Robust Decision Making,T,7076,87,0.0,"Hal James Cooper, Garud Iyengar, Ching-Yung Lin, ACM",2018.0,Proceedings Of The 17th International Conference On Autonomous Agents And Multiagent Systems (Aamas' 18),,,,88.0,2022-07-13 15:42:09,Proceedings Paper,,,,,,1912.0,1914.0,0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regularization, Dataset, Support Vector Machine",Discussion,Interpretable and stable prediction of schizophrenia on a large multisite dataset using machine learning with structured sparsity,T,7093,51,2.0,A. De Pierrefeu,2018.0,"2018 International Workshop on Pattern Recognition in Neuroimaging, PRNI 2018",,,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051524837&origin=inward,52.0,2022-07-12 16:30:51,Conference Paper,10.1109/PRNI.2018.8423946,,https://api.elsevier.com/content/abstract/scopus_id/85051524837,,,,,2,0.5,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Training, Robust, Emotion Recognition",Discussion,Interpreting Multimodal Machine Learning Models Trained for Emotion Recognition to Address Robustness and Privacy Concerns,T,7238,43,0.0,Mimansa Jaiswal,2020.0,,,,,44.0,2022-07-13 09:22:24,,10.1609/aaai.v34i10.7130,,,,,,,0,0.0,0.0,1.0,2.0,"Many mobile applications and virtual conversational agents now aim to recognize and adapt to emotions. These predicted emotions are used in variety of downstream applications: (a) generating more human like dialogues, (b) predicting mental health issues, and (c) hate speech detection and intervention. To enable this, data are transmitted from users' devices and stored on central servers. These data are then processed further, either annotated or used as inputs for training a model for a specific task. Yet, these data contain sensitive information that could be used by mobile applications without user's consent or, maliciously, by an eavesdropping adversary. My work focuses on two major issues that are faced while training emotion recognition algorithms: (a) privacy of the generated representations and, (b) explaining and ensuring that the predictions are robust to various situations. Tackling these issues would lead to emotion based algorithms that are deployable and helpful at a larger scale, thus enabling more human like experience when interacting with AI.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vulnerability, Robust",Discussion,Intrinsic Geometric Vulnerability of High-Dimensional Artificial Intelligence,T,7287,26,2.0,"L. Bortolussi, G. Sanguinetti",2018.0,,,,,27.0,2022-07-13 09:19:22,,,,,,,,,2,0.5,1.0,2.0,4.0,"The success of modern Artificial Intelligence (AI) technologies depends critically on the ability to learn non-linear functional dependencies from large, high dimensional data sets. Despite recent high-profile successes, empirical evidence indicates that the high predictive performance is often paired with low robustness, making AI systems potentially vulnerable to adversarial attacks. In this report, we provide a simple intuitive argument suggesting that high performance and vulnerability are intrinsically coupled, and largely dependent on the geometry of typical, high-dimensional data sets. Our work highlights a major potential pitfall of modern AI systems, and suggests practical research directions to ameliorate the problem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Defence",Discussion,Introduction to Robust Machine Learning with Geometric Methods for Defense Applications,T,7309,77,0.0,"PY Lagrave, F Barbaresco",2021.0,,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-03309807/,,78.0,2022-07-14 10:07:00,,,,,,,,,0,0.0,0.0,2.0,1.0,… informed Machine Learning … robustness by-design and which also appear more robust to adversarial attacks. We will also highlight how Lie Group Statistics and Machine Learning …,https://hal.archives-ouvertes.fr/hal-03309807/document,https://scholar.google.com/scholar?q=related:qSiwenQaQDQJ:scholar.google.com/&scioq=%22robust%22+%22machine+learning%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Speech Recognition, Robust, Generative Adversarial Network",Discussion,Investigating generative adversarial networks based speech dereverberation for robust speech recognition,T,7388,175,40.0,"K Wang, J Zhang, S Sun, Y Wang, F Xiang…",2018.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1803.10132,https://scholar.google.com/scholar?cites=2671514619166914695&as_sdt=2005&sciodt=2007&hl=en,144.0,2022-07-14 12:23:15,,,,,,,,,40,10.0,7.0,6.0,4.0,We investigate the use of generative adversarial networks (GANs) in speech dereverberation for robust speech recognition. GANs have been recently studied for speech enhancement …,https://arxiv.org/pdf/1803.10132,https://scholar.google.com/scholar?q=related:h_i0T2QgEyUJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Speaker Verification, Adversarial Perturbations, Robust",Discussion,Investigating robustness of adversarial samples detection for automatic speaker verification,T,7396,168,22.0,"X Li, N Li, J Zhong, X Wu, X Liu, D Su, D Yu…",2020.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2006.06186,https://scholar.google.com/scholar?cites=15812077076788046912&as_sdt=2005&sciodt=2007&hl=en,169.0,2022-07-13 13:05:38,,,,,,,,,22,11.0,3.0,8.0,2.0,"… against adversarial attacks, rather than augmenting adversarial … adversarial samples; 3) Investigation of detector robustness … ity and lack of robustness against unseen perturbation …",https://arxiv.org/pdf/2006.06186,https://scholar.google.com/scholar?q=related:QGwMS1PIb9sJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ECG, Noise, Deep Learning",Discussion,Investigating the Robustness of Deep Learning to Electrocardiogram Noise,T,7400,122,0.0,"J Venton, PJ Aston",2021.0,2021 Computing in Cardiology (CinC),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9662862/,,123.0,2022-07-13 11:05:20,,,,,,,,,0,0.0,0.0,2.0,1.0,"… robustness of these models are becoming more common. In a machine learning context, robustness … the form of equipment noise, adversarial noise, or physiological noise, all of which …",https://openresearch.surrey.ac.uk/esploro/fulltext/conferencePaper/Investigating-the-Robustness-of-Deep-Learning/99634465502346?repId=12158380810002346&mId=13158480390002346&institution=44SUR_INST,https://scholar.google.com/scholar?q=related:40n8kUh3SZsJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22noise%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial Attacks, Deep Learning, Robust",Discussion,Investigating the Robustness of Deep Neural Network Based COVID-19 Detection Models Against Universal Adversarial Attacks,T,7401,161,0.0,"MA Hoque, S Haque, SK Debnath…",2021.0,2021 3rd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9732570/,,162.0,2022-07-13 12:24:11,,,,,,,,,0,0.0,0.0,4.0,1.0,"… In future, we aim to increase its robustness against both of the model with adversarial retraining. In that case the performance of the retrain model must be evaluated against both …",,https://scholar.google.com/scholar?q=related:i2WNc1Q-YeEJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22design%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust,Discussion,Key Concepts in AI Safety: Robustness and Adversarial Examples,T,7649,94,1.0,"Tim G. J. Rudner, H. Toner",2021.0,,,,,95.0,2022-07-13 09:22:57,,10.51593/20190041,,,,,,,1,1.0,1.0,2.0,1.0,"This paper is the second installment in a series on “AI safety,” an area of machine learning research that aims to identify causes of unintended behavior in machine learning systems and develop tools to ensure these systems work safely and reliably. The first paper in the series, “Key Concepts in AI Safety: An Overview,” described three categories of AI safety issues: problems of robustness, assurance, and specification. This paper introduces adversarial examples, a major challenge to robustness in modern machine learning systems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adversarial Attakcs, Defence, Survey",Discussion,Lessons learned from evaluating the robustness of defenses to adversarial examples,T,8417,149,6.0,N Carlini,2019.0,,usenix.org,https://www.usenix.org/conference/usenixsecurity19/presentation/carlini-talk,https://scholar.google.com/scholar?cites=10428635829824011707&as_sdt=2005&sciodt=2007&hl=en,136.0,2022-07-13 09:47:56,,,,,,,,,6,2.0,6.0,1.0,3.0,"… defenses to adversarial examples (test-time evasion attacks on machine learning classifiers). In this setting, a defense is a model that is not easily fooled by such adversarial examples. …",,https://scholar.google.com/scholar?q=related:uz2SsAj1uZAJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22adversarial%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust,Discussion,Making Machine Learning Robust Against Adversarial Inputs,T,9690,6,0.0,"Ian Goodfellow, Patrick McDaniel, Nicolas Papernot",2018.0,Communications Of The Acm,,,,7.0,2022-07-14 16:09:52,Article,10.1145/3134599,0001-0782,,61.0,7.0,56.0,66.0,0,0.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustworthiness,Discussion,Making machine learning trustworthy,T,9710,24,5.0,Birhanu Eshete,2021.0,,,,,25.0,2022-07-13 09:25:03,,10.1126/science.abi5052,,,,,,,5,5.0,5.0,1.0,1.0,"Safety, transparency, and fairness are essential for high-stakes uses of machine learning Machine learning (ML) has advanced dramatically during the past decade and continues to achieve impressive human-level performance on nontrivial tasks in image, speech, and text recognition. It is increasingly powering many high-stake application domains such as autonomous vehicles, self–mission-fulfilling drones, intrusion detection, medical image classification, and financial predictions (1). However, ML must make several advances before it can be deployed with confidence in domains where it directly affects humans at training and operation, in which cases security, privacy, safety, and fairness are all essential considerations (1, 2).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Survey, NLP, Robust",Discussion,Measure and Improve Robustness in NLP Models: A Survey,T,9873,57,1.0,"X Wang, H Wang, D Yang",2021.0,arXiv preprint arXiv:2112.08313,arxiv.org,https://arxiv.org/abs/2112.08313,https://scholar.google.com/scholar?cites=11074972199329338101&as_sdt=2005&sciodt=2007&hl=en,58.0,2022-07-13 10:18:24,,,,,,,,,1,1.0,0.0,3.0,1.0,"… It is interesting to note that how humans solve NLP tasks exactly is still under exploration, and to what extent models should leverage human-knowledge is still a debatable topic1. …",https://arxiv.org/pdf/2112.08313,https://scholar.google.com/scholar?q=related:9RJanok0spkJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22human+knowledge%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malware, Classification, Robust",Discussion,More Semantics More Robust: Improving Android Malware Classifiers,T,10436,167,21.0,"Wei Chen, D. Aspinall, A. Gordon, Charles Sutton, Igor Muttik",2016.0,,,,,168.0,2022-07-13 09:25:10,,10.1145/2939918.2939931,,,,,,,21,3.5,4.0,5.0,6.0,"Automatic malware classifiers often perform badly on the detection of new malware, i.e., their robustness is poor. We study the machine-learning-based mobile malware classifiers and reveal one reason: the input features used by these classifiers can't capture general behavioural patterns of malware instances. We extract the best-performing syntax-based features like permissions and API calls, and some semantics-based features like happen-befores and unwanted behaviours, and train classifiers using popular supervised and semi-supervised learning methods. By comparing their classification performance on industrial datasets collected across several years, we demonstrate that using semantics-based features can dramatically improve robustness of malware classifiers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Neural Network, Neurosymbolic",Discussion,Neurosymbolic AI: The 3rd Wave,T,11353,11,51.0,"A. Garcez, L. Lamb",2020.0,,,,,12.0,2022-07-13 09:31:23,,,,,,,,,51,25.5,26.0,2.0,2.0,"Current advances in Artificial Intelligence (AI) and Machine Learning (ML) have achieved unprecedented impact across research communities and industry. Nevertheless, concerns about trust, safety, interpretability and accountability of AI were raised by influential thinkers. Many have identified the need for well-founded knowledge representation and reasoning to be integrated with deep learning and for sound explainability. Neural-symbolic computing has been an active area of research for many years seeking to bring together robust learning in neural networks with reasoning and explainability via symbolic representations for network models. In this paper, we relate recent and early research results in neurosymbolic AI with the objective of identifying the key ingredients of the next wave of AI systems. We focus on research that integrates in a principled way neural network-based learning with symbolic knowledge representation and logical reasoning. The insights provided by 20 years of neural-symbolic computing are shown to shed new light onto the increasingly prominent role of trust, safety, interpretability and accountability of AI. We also identify promising directions and challenges for the next decade of AI research from the perspective of neural-symbolic systems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustworthiness,Discussion,"Never trust, always verify: a roadmap for Trustworthy AI?",T,11357,162,0.0,"LN Tidjon, F Khomh",2022.0,arXiv preprint arXiv:2206.11981,arxiv.org,https://arxiv.org/abs/2206.11981,,163.0,2022-07-13 08:51:06,,,,,,,,,0,0.0,0.0,2.0,1.0,… HLEG) and European AI Alliance The Assessment List For Trustworthy Artificial Intelligence (ALTAI) For Self Assessment 7 human agency and oversight; technical robustness and safety …,https://arxiv.org/pdf/2206.11981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robust, Explainability, Deep Learning",Discussion,"Next Wave Artificial Intelligence: Robust, Explainable, Adaptable, Ethical, and Accountable",T,11414,5,4.0,"OC Jenkins, D Lopresti, M Mitchell",2020.0,arXiv preprint arXiv:2012.06058,arxiv.org,https://arxiv.org/abs/2012.06058,https://scholar.google.com/scholar?cites=8590702538497924277&as_sdt=2005&sciodt=2007&hl=en,6.0,2022-07-12 13:35:23,,,,,,,,,4,2.0,1.0,3.0,2.0,… of decades of investment in artificial intelligence (AI) across our … to the next level in terms of robustness and trustworthiness. … Another potential benefit of incorporating human knowledge …,https://arxiv.org/pdf/2012.06058,https://scholar.google.com/scholar?q=related:tRw3enFOOHcJ:scholar.google.com/&scioq=%22robustness%22+%22artificial+intelligence%22+%22human+knowledge%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise, Classification, Persistent Homology",Discussion,"Noise robustness of persistent homology on greyscale images, across filtrations and signatures",T,11488,110,2.0,"R Turkeš, J Nys, T Verdonck, S Latré",2021.0,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257215,https://scholar.google.com/scholar?cites=1204661760345696867&as_sdt=2005&sciodt=2007&hl=en,111.0,2022-07-13 11:05:20,HTML,,,,,,,,2,2.0,1.0,4.0,1.0,"… Which statistical or machine learning methods do we want to apply to PH? If PH does not need to be summarized as a function or vector, it might be sufficient to use PDs. How important …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257215,https://scholar.google.com/scholar?q=related:Y-rmC33RtxAJ:scholar.google.com/&scioq=%22robustness%22+%22machine+learning%22+%22noise%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Music Classification, Deep Learning",Discussion,On the Robustness of Deep Convolutional Neural Networks for Music Classification,T,146,44,3.0,"Keunwoo Choi, György Fazekas, Kyunghyun Cho, M. Sandler",2017.0,,,,,45.0,2022-07-13 09:28:33,,,,,,,,,3,0.6,1.0,4.0,5.0,"Deep neural networks (DNN) have been successfully applied for music classification including music tagging. However, there are several open questions regarding generalisation and best practices in the choice of network architectures, hyperparameters and input representations. In this article, we investigate specific aspects of neural networks to deepen our understanding of their properties. We analyse and (re-)validate a large music tagging dataset to investigate the reliability of training and evaluation. We perform comprehensive experiments involving audio preprocessing using different time-frequency representations, logarithmic magnitude compression, frequency weighting and scaling. Using a trained network, we compute label vector similarities which is compared to groundtruth similarity. The results highlight several import aspects of music tagging and neural networks. We show that networks can be effective despite of relatively large error rates in groundtruth datasets. We subsequently show that many commonly used input preprocessing techniques are redundant except magnitude compression. Lastly, the analysis of our trained network provides valuable insight into the relationships between music tags. These results highlight the benefit of using data-driven methods to address automatic music tagging.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
